New URI	title syriaca-headword.en	title syriaca-headword.Edition 1.syr	title syriaca-headword.syr	title.Edition 1.syr	title syriaca-headword.grc	title.grc	title.la	author ref.Source 1	author role.Source 1	editor ref.Source 1	editor role.Source 1	note incipit.Edition 1.syr	note incipit.Version 1.grc	note incipit.Translation 1.en	note excerpt.Edition 1.syr	note excerpt.Version 1.grc	note excerpt.Translation 1.en	note explicit.Edition 1.syr	note explicit.Version 1.grc	note explicit.Translation 1.en	title final-rubric.Edition 1.syr	Edition 1	citedRange entry.Edition 1	bibl-note.Edition 1	witnesses.Edition 1	Translation 1	citedRange entry.Translation 1	lang.Translation 1	Edition 2	Edition 3	cItedRange entry.EdItIon 2	bibl-note.Edition 2	Translation 2	cItedRange entry.TranslatIon 2	lang.Translation 2	Translation 3	citedRange pp. Translation 3	lang.Translation 3	Version 1	citedRange pp.Version 1	lang.Version 1	Version 2	citedRange pp.Version 2	lang.Version 2	Version 3	citedRange pp.Version 3	lang.Version 3	Source 1	citedRange pp.Source 1	date.Source 1.en	date when.Source 1	date notBefore.Source 1	date notAfter.Source 1	title.Source 2.syr	Source 2	citedRange pp.Source 2	bibl ana	extent.en	note abstract.en		relation dcterms---isPartOf	relation dcterms---isPartOf						relation dcterms---isPartOf					relation skos---broadMatch	relation possibly-identical	idno URI	idno URI	ReferenceWork 1	citedRange vol.ReferenceWork 1	citedRange pp.ReferenceWork 1	citedRange entry.ReferenceWork 1	note note.en
3087	To Cassian, Bishop of Bostra							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.47		http://syriaca.org/bibl/668	I.47	en													http://syriaca.org/bibl/668	129	513-517		0513	0517						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, VIII.288, and in the Sixth Book of the Select Letters as I.47.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[8.288]		8.288	8	VIII	288	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.47]	1.47	1	I	47									
3088	Against Those Who Say that Converts from Diphysitism Should be Re-anointed							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		V.6		http://syriaca.org/bibl/669	V.6	en													http://syriaca.org/bibl/669	294	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, IX.1, and in the Sixth Book of the Select Letters as V.6.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[9.1]		9.1	9	IX	1	http://syriaca.org/work/10543	http://syriaca.org/work/10543[5.6]	5.6	5	V	6									
3089	To Archelaus the Reader							http://syriaca.org/person/51														http://syriaca.org/bibl/671	93			http://syriaca.org/bibl/671	93	en																				http://syriaca.org/bibl/671	170	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, IX.5.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[9.5]		9.5	9	IX	5															
3090	To Theodore, Bishop of Olbe							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		IX.2		http://syriaca.org/bibl/669	IX.2	en													http://syriaca.org/bibl/669	420	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, IX.8, and in the Sixth Book of the Select Letters as IX.2.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[9.8]		9.8	9	IX	8	http://syriaca.org/work/10543	http://syriaca.org/work/10543[9.2]	9.2	9	IX	2									
3091	To Dionysius, Bishop of Tarsus							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		V.7		http://syriaca.org/bibl/669	V.7	en													http://syriaca.org/bibl/669	318	515-518		0515	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, X.61, and in the Sixth Book of the Select Letters as V.7.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[10.61]		10.61	10	X	61	http://syriaca.org/work/10543	http://syriaca.org/work/10543[5.7]	5.7	5	V	7									
3092	To Philoxenus, Bishop of Hierapolis							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.48		http://syriaca.org/bibl/668	I.48	en													http://syriaca.org/bibl/668	130	513-517		0513	0517						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, X.295, and in the Sixth Book of the Select Letters as I.48.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[10.295]		10.295	10	X	295	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.48]	1.48	1	I	48									
3093	To Nonnus, Bishop of Seleucia							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		VII.4		http://syriaca.org/bibl/669	VII.4	en													http://syriaca.org/bibl/669	373	513-518		0513	0518						A letter of Severus of Antioch appearing as letter VII.4 in The Sixth Book of the Select Letters. There it indicates that this letter comes from two letters in the large no-longer-extant collection, The Letters of Severus, as X.384 and 385.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[10.384]	http://syriaca.org/work/10541[10.385]	10.384, 385	10	X	384, 385	http://syriaca.org/work/10543	http://syriaca.org/work/10543[7.4]	7.4	7	VII	4									
3094	To Bishop Eucherius of Paltus							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.10		http://syriaca.org/bibl/668	I.10	en													http://syriaca.org/bibl/668	46	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus. The book number of this letter has not been preserved but the letter numbers, 142 and 143, have. This letter is I.10 in the Sixth Book of Select Letters of Severus.	http://syriaca.org/work/10541	http://syriaca.org/work/10541					142, 143	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.10]	1.10	1	I	10									Without number of book, but part of work/10541
3095	To Oecumenius the Count							http://syriaca.org/person/51														http://syriaca.org/bibl/670	2			http://syriaca.org/bibl/670	2	en																				http://syriaca.org/bibl/670	186	513-518		0513	0518						A letter of Severus of Antioch preserved without indication of whether or not it belongs to any of the ancient collections of the letters of Severus.																						Without number of book or letter
3096	To John and John, the Presbyters							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		II.2		http://syriaca.org/bibl/668	II.2	en													http://syriaca.org/bibl/668	204	519-538		0519	0538						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, I.6, and in the Sixth Book of the Select Letters as II.2.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[1.6]		1.6	1	I	6	http://syriaca.org/work/10543	http://syriaca.org/work/10543[2.2]	2.2	2	II	2									
3097	To Scholasticus							http://syriaca.org/person/51														http://syriaca.org/bibl/671	82			http://syriaca.org/bibl/671	82	en																				http://syriaca.org/bibl/671	131	519-538		0519	0538						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, I.11.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[1.11]		1.11	1	I	11															
3098	To John and John, Presbyters and Archimandrites							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.50		http://syriaca.org/bibl/668	I.50	en													http://syriaca.org/bibl/668	140	519-520		0519	0520						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, I.16, and in the Sixth Book of the Select Letters as I.50.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[1.16]		1.16	1	I	16	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.50]	1.50	1	I	50									
3099	To John and John, Presbyters and Archimandrites							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.49		http://syriaca.org/bibl/668	I.49	en													http://syriaca.org/bibl/668	132	519-520		0519	0520						A letter of Severus of Antioch appearing as letter I.49 in The Sixth Book of the Select Letters. There it indicates that this letter comes from two letters in the large no-longer-extant collection, The Letters of Severus, as I.53 and 55.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[1.53]	http://syriaca.org/work/10541[1.55]	1.53, 55	1	I	53, 55	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.49]	1.49	1	I	49									
3100	To Anastasia the Deaconess							http://syriaca.org/person/51														http://syriaca.org/bibl/671	71			http://syriaca.org/bibl/671	71	en																				http://syriaca.org/bibl/671	107	522-526		0522	0526						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, II.8.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[2.8]		2.8	2	II	8															
3101	To the Believers at Antioch							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		IV.8		http://syriaca.org/bibl/669	IV.8	en													http://syriaca.org/bibl/669	268	519-538		0519	0538						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, II.9, and in the Sixth Book of the Select Letters as IV.8.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[2.9]		2.9	2	II	9	http://syriaca.org/work/10543	http://syriaca.org/work/10543[4.8]	4.8	4	IV	8									
3102	To the Orthodox at Antioch							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		V.8		http://syriaca.org/bibl/669	V.8	en													http://syriaca.org/bibl/669	319	519-520		0519	0520						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, II.24, and in the Sixth Book of the Select Letters as V.8.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[2.24]		2.24	2	II	24	http://syriaca.org/work/10543	http://syriaca.org/work/10543[5.8]	5.8	5	V	8									
3103	To Sergius the Count and Archiatros							http://syriaca.org/person/51														http://syriaca.org/bibl/671	85			http://syriaca.org/bibl/671	85	en																				http://syriaca.org/bibl/671	140	519-538		0519	0538						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, II.27.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[2.27]		2.27	2	II	27															
3104	To Simeon, Archimandrite of the Monastery at Teleda							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		V.9		http://syriaca.org/bibl/669	V.9	en													http://syriaca.org/bibl/669	323	521-531		0521	0531						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, II.28, and in the Sixth Book of the Select Letters as V.9.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[2.28]		2.28	2	II	28	http://syriaca.org/work/10543	http://syriaca.org/work/10543[5.9]	5.9	5	V	9									
3105	To the Monastery of Isaac							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		V.10		http://syriaca.org/bibl/669	V.10	en													http://syriaca.org/bibl/669	324	519-538		0519	0538						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, II.29, and in the Sixth Book of the Select Letters as V.10.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[2.29]		2.29	2	II	29	http://syriaca.org/work/10543	http://syriaca.org/work/10543[5.10]	5.10	5	V	10									
3106	To Philip the Presbyter							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.51		http://syriaca.org/bibl/668	I.51	en													http://syriaca.org/bibl/668	145	519-538		0519	0538						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, II.40, and in the Sixth Book of the Select Letters as I.51.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[2.40]		2.40	2	II	40	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.51]	1.51	1	I	51									
3107	To John and John, Presbyters and Archimandrites							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.52		http://syriaca.org/bibl/668	I.52	en													http://syriaca.org/bibl/668	148	519-538		0519	0538						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, II.42, and in the Sixth Book of the Select Letters as I.52.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[2.42]		2.42	2	II	42	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.52]	1.52	1	I	52									
3108	To the Syrian Bishops at Alexandria							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.53		http://syriaca.org/bibl/668	I.53	en													http://syriaca.org/bibl/668	151	519-520		0519	0520						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, II.64, and in the Sixth Book of the Select Letters as I.53.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[2.64]		2.64	2	II	64	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.53]	1.53	1	I	53									
3109	To John and John the Presbyters and the Others							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		V.11		http://syriaca.org/bibl/669	V.11	en													http://syriaca.org/bibl/669	325	520-534		0520	0534						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, II.71, and in the Sixth Book of the Select Letters as V.11.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[2.71]		2.71	2	II	71	http://syriaca.org/work/10543	http://syriaca.org/work/10543[5.11]	5.11	5	V	11									
3110	To John and John the Presbyters and Archimandrites							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		V.12		http://syriaca.org/bibl/669	V.12	en													http://syriaca.org/bibl/669	337	519-520		0519	0520						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, II.72, and in the Sixth Book of the Select Letters as V.12.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[2.72]		2.72	2	II	72	http://syriaca.org/work/10543	http://syriaca.org/work/10543[5.12]	5.12	5	V	12									
3111	To the Orthodox at Emesa							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		II.3		http://syriaca.org/bibl/668	II.3	en													http://syriaca.org/bibl/668	207	518-519		0518	0519						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, II.93, and in the Sixth Book of the Select Letters as II.3.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[2.93]		2.93	2	II	93	http://syriaca.org/work/10543	http://syriaca.org/work/10543[2.3]	2.3	2	II	3									
3112	To Theodore, Archimandrite of the Monastery of Romanus							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.55		http://syriaca.org/bibl/668	I.55	en													http://syriaca.org/bibl/668	164	525-531		0525	0531						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, III.32, and in the Sixth Book of the Select Letters as I.55.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[3.32]		3.32	3	III	32	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.55]	1.55	1	I	55									
3113	To Bishops Proclus and Eusebonas							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		V.13		http://syriaca.org/bibl/669	V.13	en													http://syriaca.org/bibl/669	342	519-537		0519	0537						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, III.35, and in the Sixth Book of the Select Letters as V.13.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[3.35]		3.35	3	III	35	http://syriaca.org/work/10543	http://syriaca.org/work/10543[5.13]	5.13	5	V	13									
3114	To Bishop Proclus							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.56		http://syriaca.org/bibl/668	I.56	en													http://syriaca.org/bibl/668	167	519-538		0519	0538						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, III.36, and in the Sixth Book of the Select Letters as I.56.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[3.36]		3.36	3	III	36	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.56]	1.56	1	I	56									
3115	To Caesaria the Patrician							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		X.7		http://syriaca.org/bibl/669	X.7	en													http://syriaca.org/bibl/669	448	519-535		0519	0535						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, III.46, and in the Sixth Book of the Select Letters as X.7.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[3.46]		3.46	3	III	46	http://syriaca.org/work/10543	http://syriaca.org/work/10543[10.7]	10.7	10	X	7									
3116	To Bishop Didymus							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.57		http://syriaca.org/bibl/668	I.57	en													http://syriaca.org/bibl/668	171	519-525		0519	0525						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, III.50, and in the Sixth Book of the Select Letters as I.57.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[3.50]		3.50	3	III	50	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.57]	1.57	1	I	57									
3117	To Thecla the Countess							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		IX.3		http://syriaca.org/bibl/669	IX.3	en													http://syriaca.org/bibl/669	423	519-538		0519	0538						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, III.53, and in the Sixth Book of the Select Letters as IX.3.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[3.53]		3.53	3	III	53	http://syriaca.org/work/10543	http://syriaca.org/work/10543[9.3]	9.3	9	IX	3									
3118	To Caesaria the Hypatissa							http://syriaca.org/person/51														http://syriaca.org/bibl/671	97			http://syriaca.org/bibl/671	97	en																				http://syriaca.org/bibl/671	194	519-538		0519	0538						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, III.74.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[3.74]		3.74	3	III	74															
3119	To Bishop Didymus							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.58		http://syriaca.org/bibl/668	I.58	en													http://syriaca.org/bibl/668	176	519-525		0519	0525						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, III.90, and in the Sixth Book of the Select Letters as I.58.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[3.90]		3.90	3	III	90	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.58]	1.58	1	I	58									
3120	To Caesaria the Hypatissa							http://syriaca.org/person/51														http://syriaca.org/bibl/671	98			http://syriaca.org/bibl/671	98	en																				http://syriaca.org/bibl/671	200	519-538		0519	0538						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, IV.5.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[4.5]		4.5	4	IV	5															
3121	To John, Philoxenus, and Thomas, the Bishops on the Hill of Marde							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		V.14		http://syriaca.org/bibl/669	V.14	en													http://syriaca.org/bibl/669	345	521-527		0521	0527						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, IV.21, and in the Sixth Book of the Select Letters as V.14.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[4.21]		4.21	4	IV	21	http://syriaca.org/work/10543	http://syriaca.org/work/10543[5.14]	5.14	5	V	14									
3122	To Caesaria the Hypatissa							http://syriaca.org/person/51														http://syriaca.org/bibl/671	99			http://syriaca.org/bibl/671	99	en																				http://syriaca.org/bibl/671	213	519-538		0519	0538						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, IV.57.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[4.57]		4.57	4	IV	57															
3123	To Sergius, Bishop of Cyrrhus							http://syriaca.org/person/51														http://syriaca.org/bibl/671	88			http://syriaca.org/bibl/671	88	en																				http://syriaca.org/bibl/671	150	519-538		0519	0538						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, IV.69.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[4.69]		4.69	4	IV	69															
3124	To Sergius, Bishop of Cyrrhus and Marion, Bishop of Sura							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		V.15		http://syriaca.org/bibl/669	V.15	en													http://syriaca.org/bibl/669	350	522-527		0522	0527						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, IV.81, and in the Sixth Book of the Select Letters as V.15.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[4.81]		4.81	4	IV	81	http://syriaca.org/work/10543	http://syriaca.org/work/10543[5.15]	5.15	5	V	15									
3125	To Anastasia the Deaconess							http://syriaca.org/person/51														http://syriaca.org/bibl/671	69			http://syriaca.org/bibl/671	69	en																				http://syriaca.org/bibl/671	75	522-526		0522	0526						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, V.1.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[5.1]		5.1	5	V	1															
3126	To Constantine, Bishop of Laodicea							http://syriaca.org/person/51														http://syriaca.org/bibl/671	91			http://syriaca.org/bibl/671	91	en																				http://syriaca.org/bibl/671	158	519-538		0519	0538						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, V.15.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[5.15]		5.15	5	V	15															
3127	To Georgia, Daughter of Anastasia the Hypatissa							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		X.8		http://syriaca.org/bibl/669	X.8	en													http://syriaca.org/bibl/669	455	519-538		0519	0538						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, V.22, and in the Sixth Book of the Select Letters as X.8.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[5.22]		5.22	5	V	22	http://syriaca.org/work/10543	http://syriaca.org/work/10543[10.8]	10.8	10	X	8									
3128	To Eustace a Young Monk							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		VII.8		http://syriaca.org/bibl/669	VII.8	en													http://syriaca.org/bibl/669	384	519-538		0519	0538						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, V.38, and in the Sixth Book of the Select Letters as VII.8.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[5.38]		5.38	5	V	38	http://syriaca.org/work/10543	http://syriaca.org/work/10543[7.8]	7.8	7	VII	8									
3129	To John, Scholastic of Bostra							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		VIII.4		http://syriaca.org/bibl/669	VIII.4	en													http://syriaca.org/bibl/669	397	519-538		0519	0538						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, V.39, and in the Sixth Book of the Select Letters as VIII.4.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[5.39]		5.39	5	V	39	http://syriaca.org/work/10543	http://syriaca.org/work/10543[8.4]	8.4	8	VIII	4									
3130	To Julian Archimandrite of the Monastery of Bassus							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.59		http://syriaca.org/bibl/668	I.59	en													http://syriaca.org/bibl/668	178	522-527		0522	0527						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, V.52, and in the Sixth Book of the Select Letters as I.59.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[5.52]		5.52	5	V	52	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.59]	1.59	1	I	59									
3131	To Caesaria the Hypatissa							http://syriaca.org/person/51														http://syriaca.org/bibl/671	100			http://syriaca.org/bibl/671	100	en																				http://syriaca.org/bibl/671	229	519-538		0519	0538						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, VI.3.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[6.3]		6.3	6	VI	3															
3132	To Prorus the General							http://syriaca.org/person/51														http://syriaca.org/bibl/671	79			http://syriaca.org/bibl/671	79	en																				http://syriaca.org/bibl/671	125	519-538		0519	0538						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, VI.4.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[6.4]		6.4	6	VI	4															
3133	To Sergius the Count and Archiatros							http://syriaca.org/person/51														http://syriaca.org/bibl/671	86			http://syriaca.org/bibl/671	86	en																				http://syriaca.org/bibl/671	146	519-538		0519	0538						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, VI.70.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[6.70]		6.70	6	VI	70															
3134	To Photius and Andrew, Archimandrites of the Monasteries in Caria							http://syriaca.org/person/51														http://syriaca.org/bibl/670	59			http://syriaca.org/bibl/670	59	en	http://syriaca.org/bibl/666		I.60		http://syriaca.org/bibl/668	I.60	en													http://syriaca.org/bibl/668	179	519-538		0519	0538						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, VII.15, and in the Sixth Book of the Select Letters as I.60.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[7.15]		7.15	7	VII	15	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.60]	1.60	1	I	60									
3135	To Ammonius and Epagathus							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		III.2		http://syriaca.org/bibl/669	III.2	en													http://syriaca.org/bibl/669	233	519-534		0519	0534						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, VII.29, and in the Sixth Book of the Select Letters as III.2.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[7.29]		7.29	7	VII	29	http://syriaca.org/work/10543	http://syriaca.org/work/10543[3.2]	3.2	3	III	2									
3136	To Misael the Deacon							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		III.3		http://syriaca.org/bibl/669	III.3	en													http://syriaca.org/bibl/669	236	519-534		0519	0534						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, VII.30, and in the Sixth Book of the Select Letters as III.3.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[7.30]		7.30	7	VII	30	http://syriaca.org/work/10543	http://syriaca.org/work/10543[3.3]	3.3	3	III	3									
3137	To Caesaria the Patrician							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		III.4		http://syriaca.org/bibl/669	III.4	en													http://syriaca.org/bibl/669	244	521-536		0521	0536						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, VIII.54, and in the Sixth Book of the Select Letters as III.4.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[8.54]		8.54	8	VIII	54	http://syriaca.org/work/10543	http://syriaca.org/work/10543[3.4]	3.4	3	III	4									
3138	To Isidora							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		VII.9		http://syriaca.org/bibl/669	VII.9	en													http://syriaca.org/bibl/669	386	519-538		0519	0538						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, IX.13, and in the Sixth Book of the Select Letters as VII.9.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[9.13]		9.13	9	IX	13	http://syriaca.org/work/10543	http://syriaca.org/work/10543[7.9]	7.9	7	VII	9									
3139	To Thomas, Bishop of Germanicea							http://syriaca.org/person/51														http://syriaca.org/bibl/671	108			http://syriaca.org/bibl/671	108	en																				http://syriaca.org/bibl/671	264	519-538		0519	0538						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, IX.27.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[9.27]		9.27	9	IX	27															
3140	To Misael the Deacon							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.63		http://syriaca.org/bibl/668	I.63	en													http://syriaca.org/bibl/668	195	537	0537								A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, IX.43, and in the Sixth Book of the Select Letters as I.63.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[9.43]		9.43	9	IX	43	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.63]	1.63	1	I	63									
3141	To Andrew the Reader and Notary							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		VIII.5		http://syriaca.org/bibl/669	VIII.5	en													http://syriaca.org/bibl/669	413	537	0537								A letter of Severus of Antioch appearing as letter VIII.5 in The Sixth Book of the Select Letters. There it indicates that this letter comes from two letters in the large no-longer-extant collection, The Letters of Severus, as IX.51 and 61.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[9.51]	http://syriaca.org/work/10541[9.61]	9.51, 61	9	IX	51, 61	http://syriaca.org/work/10543	http://syriaca.org/work/10543[8.5]	8.5	8	VIII	5									
3142	To Andrew, Reader and Notary							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		IV.9		http://syriaca.org/bibl/669	IV.9	en													http://syriaca.org/bibl/669	270	September 537	0537-09								A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, IX.62, and in the Sixth Book of the Select Letters as IV.9.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[9.62]		9.62	9	IX	62	http://syriaca.org/work/10543	http://syriaca.org/work/10543[4.9]	4.9	4	IV	9									
